send_id,campaign_id,campaign_name,customer_id,channel,message,sent_date,clicked,purchased
SEND003293,CMP08,Holiday Highlights,C00645,ads,Explore customer favorites this holiday.,2025-12-16,false,false
SEND003294,CMP03,Member Picks,C00604,email,Popular picks selected for you.,2025-06-09,true,false
SEND003295,CMP05,Back to Routine,C00763,email,Get back into your everyday rhythm.,2025-08-21,false,false
SEND003296,CMP06,Autumn Edit,C00911,ads,Discover this season's useful upgrades.,2025-09-04,false,false
SEND003297,CMP02,Spring Refresh,C00081,ads,Refresh your routine for spring.,2025-03-15,false,false
SEND003298,CMP07,Early Holiday,C00594,email,A head start on thoughtful gifting.,2025-11-24,false,false
SEND003299,CMP04,Summer Essentials,C00575,ads,Simple essentials for warmer days.,2025-06-12,true,false
SEND003300,CMP04,Summer Essentials,C00963,ads,Simple essentials for warmer days.,2025-08-11,false,false
SEND003301,CMP04,Summer Essentials,C00786,ads,Simple essentials for warmer days.,2025-08-29,false,false
SEND003302,CMP07,Early Holiday,C00690,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND003303,CMP06,Autumn Edit,C00928,ads,Discover this season's useful upgrades.,2025-10-05,false,false
SEND003304,CMP05,Back to Routine,C00979,email,Get back into your everyday rhythm.,2025-09-12,false,false
SEND003305,CMP04,Summer Essentials,C00169,ads,Simple essentials for warmer days.,2025-06-09,false,false
SEND003306,CMP06,Autumn Edit,C00892,ads,Discover this season's useful upgrades.,2025-10-16,false,false
SEND003307,CMP02,Spring Refresh,C00043,ads,Refresh your routine for spring.,2025-04-28,false,false
SEND003308,CMP02,Spring Refresh,C00705,ads,Refresh your routine for spring.,2025-04-28,false,false
SEND003309,CMP08,Holiday Highlights,C00670,ads,Explore customer favorites this holiday.,2025-11-20,false,true
SEND003310,CMP05,Back to Routine,C00640,email,Get back into your everyday rhythm.,2025-08-18,false,false
SEND003311,CMP05,Back to Routine,C00963,email,Get back into your everyday rhythm.,2025-08-17,false,false
SEND003312,CMP05,Back to Routine,C00777,email,Get back into your everyday rhythm.,2025-08-06,false,false
SEND003313,CMP01,New Year Reset,C00512,email,Start fresh with practical favorites.,2025-01-10,true,false
SEND003314,CMP02,Spring Refresh,C00057,ads,Refresh your routine for spring.,2025-03-24,true,true
SEND003315,CMP04,Summer Essentials,C00657,ads,Simple essentials for warmer days.,2025-08-15,false,false
SEND003316,CMP05,Back to Routine,C00246,email,Get back into your everyday rhythm.,2025-09-27,false,false
SEND003317,CMP03,Member Picks,C00309,email,Popular picks selected for you.,2025-05-23,false,false
SEND003318,CMP07,Early Holiday,C00939,email,A head start on thoughtful gifting.,2025-11-25,false,false
SEND003319,CMP08,Holiday Highlights,C00969,ads,Explore customer favorites this holiday.,2025-12-21,false,false
SEND003320,CMP07,Early Holiday,C00626,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND003321,CMP07,Early Holiday,C00192,email,A head start on thoughtful gifting.,2025-11-05,true,false
SEND003322,CMP02,Spring Refresh,C00376,ads,Refresh your routine for spring.,2025-03-04,false,true
SEND003323,CMP01,New Year Reset,C00740,email,Start fresh with practical favorites.,2025-02-03,true,false
SEND003324,CMP01,New Year Reset,C00217,email,Start fresh with practical favorites.,2025-01-25,true,false
SEND003325,CMP06,Autumn Edit,C00860,ads,Discover this season's useful upgrades.,2025-10-28,false,false
SEND003326,CMP01,New Year Reset,C00527,email,Start fresh with practical favorites.,2025-01-03,false,false
SEND003327,CMP07,Early Holiday,C00281,email,A head start on thoughtful gifting.,2025-11-19,false,false
SEND003328,CMP06,Autumn Edit,C00601,ads,Discover this season's useful upgrades.,2025-10-13,false,false
SEND003329,CMP01,New Year Reset,C00129,email,Start fresh with practical favorites.,2025-02-18,false,false
SEND003330,CMP08,Holiday Highlights,C00451,ads,Explore customer favorites this holiday.,2025-11-22,false,false
SEND003331,CMP05,Back to Routine,C00535,email,Get back into your everyday rhythm.,2025-08-19,false,false
SEND003332,CMP03,Member Picks,C00056,email,Popular picks selected for you.,2025-06-13,true,false
SEND003333,CMP03,Member Picks,C00029,email,Popular picks selected for you.,2025-05-16,false,false
SEND003334,CMP01,New Year Reset,C00880,email,Start fresh with practical favorites.,2025-01-28,false,false
SEND003335,CMP06,Autumn Edit,C00803,ads,Discover this season's useful upgrades.,2025-10-01,false,false
SEND003336,CMP04,Summer Essentials,C00544,ads,Simple essentials for warmer days.,2025-06-22,false,false
SEND003337,CMP05,Back to Routine,C00103,email,Get back into your everyday rhythm.,2025-08-15,false,false
SEND003338,CMP02,Spring Refresh,C00932,ads,Refresh your routine for spring.,2025-04-15,false,false
SEND003339,CMP06,Autumn Edit,C00845,ads,Discover this season's useful upgrades.,2025-10-13,false,false
SEND003340,CMP04,Summer Essentials,C00741,ads,Simple essentials for warmer days.,2025-06-26,true,false
SEND003341,CMP01,New Year Reset,C00901,email,Start fresh with practical favorites.,2025-02-12,false,false
SEND003342,CMP02,Spring Refresh,C00513,ads,Refresh your routine for spring.,2025-03-24,false,true
SEND003343,CMP07,Early Holiday,C00895,email,A head start on thoughtful gifting.,2025-11-05,false,false
SEND003344,CMP05,Back to Routine,C00752,email,Get back into your everyday rhythm.,2025-09-09,false,false
SEND003345,CMP08,Holiday Highlights,C00246,ads,Explore customer favorites this holiday.,2025-12-30,false,false
SEND003346,CMP04,Summer Essentials,C00630,ads,Simple essentials for warmer days.,2025-08-29,false,false
SEND003347,CMP06,Autumn Edit,C00795,ads,Discover this season's useful upgrades.,2025-10-26,false,true
SEND003348,CMP01,New Year Reset,C00545,email,Start fresh with practical favorites.,2025-01-24,false,false
SEND003349,CMP03,Member Picks,C00691,email,Popular picks selected for you.,2025-05-29,true,false
SEND003350,CMP05,Back to Routine,C00761,email,Get back into your everyday rhythm.,2025-08-26,false,false
SEND003351,CMP02,Spring Refresh,C00609,ads,Refresh your routine for spring.,2025-03-17,false,false
SEND003352,CMP08,Holiday Highlights,C00042,ads,Explore customer favorites this holiday.,2025-12-08,false,true
SEND003353,CMP08,Holiday Highlights,C00842,ads,Explore customer favorites this holiday.,2025-12-21,false,false
SEND003354,CMP01,New Year Reset,C00754,email,Start fresh with practical favorites.,2025-02-05,false,false
SEND003355,CMP04,Summer Essentials,C00452,ads,Simple essentials for warmer days.,2025-07-10,false,false
SEND003356,CMP06,Autumn Edit,C00377,ads,Discover this season's useful upgrades.,2025-09-15,false,false
SEND003357,CMP06,Autumn Edit,C00949,ads,Discover this season's useful upgrades.,2025-09-13,false,false
SEND003358,CMP07,Early Holiday,C00845,email,A head start on thoughtful gifting.,2025-11-04,false,false
SEND003359,CMP01,New Year Reset,C00920,email,Start fresh with practical favorites.,2025-01-03,false,false
SEND003360,CMP02,Spring Refresh,C00878,ads,Refresh your routine for spring.,2025-04-04,true,false
SEND003361,CMP05,Back to Routine,C00485,email,Get back into your everyday rhythm.,2025-08-01,false,false
SEND003362,CMP05,Back to Routine,C00500,email,Get back into your everyday rhythm.,2025-09-25,false,false
SEND003363,CMP01,New Year Reset,C00690,email,Start fresh with practical favorites.,2025-02-15,false,false
SEND003364,CMP03,Member Picks,C00309,email,Popular picks selected for you.,2025-06-25,false,false
SEND003365,CMP05,Back to Routine,C00963,email,Get back into your everyday rhythm.,2025-09-26,false,false
SEND003366,CMP07,Early Holiday,C00659,email,A head start on thoughtful gifting.,2025-11-20,false,false
SEND003367,CMP03,Member Picks,C00880,email,Popular picks selected for you.,2025-05-01,false,false
SEND003368,CMP08,Holiday Highlights,C00759,ads,Explore customer favorites this holiday.,2025-11-01,false,false
SEND003369,CMP04,Summer Essentials,C00758,ads,Simple essentials for warmer days.,2025-06-02,false,false
SEND003370,CMP03,Member Picks,C00926,email,Popular picks selected for you.,2025-06-14,false,false
SEND003371,CMP04,Summer Essentials,C00505,ads,Simple essentials for warmer days.,2025-06-15,false,false
SEND003372,CMP01,New Year Reset,C00233,email,Start fresh with practical favorites.,2025-01-04,false,false
SEND003373,CMP02,Spring Refresh,C00093,ads,Refresh your routine for spring.,2025-03-08,true,false
SEND003374,CMP07,Early Holiday,C00480,email,A head start on thoughtful gifting.,2025-11-06,false,false
SEND003375,CMP05,Back to Routine,C00758,email,Get back into your everyday rhythm.,2025-08-15,false,false
SEND003376,CMP08,Holiday Highlights,C00771,ads,Explore customer favorites this holiday.,2025-11-22,true,false
SEND003377,CMP03,Member Picks,C00568,email,Popular picks selected for you.,2025-06-03,false,false
SEND003378,CMP08,Holiday Highlights,C00971,ads,Explore customer favorites this holiday.,2025-12-12,false,false
SEND003379,CMP01,New Year Reset,C00792,email,Start fresh with practical favorites.,2025-02-01,false,false
SEND003380,CMP07,Early Holiday,C00315,email,A head start on thoughtful gifting.,2025-11-08,false,false
SEND003381,CMP07,Early Holiday,C00533,email,A head start on thoughtful gifting.,2025-11-07,false,false
SEND003382,CMP03,Member Picks,C00455,email,Popular picks selected for you.,2025-05-04,false,false
SEND003383,CMP03,Member Picks,C00159,email,Popular picks selected for you.,2025-05-31,false,false
SEND003384,CMP05,Back to Routine,C00489,email,Get back into your everyday rhythm.,2025-08-02,false,false
SEND003385,CMP06,Autumn Edit,C00269,ads,Discover this season's useful upgrades.,2025-10-06,false,false
SEND003386,CMP02,Spring Refresh,C00030,ads,Refresh your routine for spring.,2025-04-02,false,true
SEND003387,CMP02,Spring Refresh,C00334,ads,Refresh your routine for spring.,2025-03-17,false,false
SEND003388,CMP05,Back to Routine,C00500,email,Get back into your everyday rhythm.,2025-09-27,false,false
SEND003389,CMP02,Spring Refresh,C00094,ads,Refresh your routine for spring.,2025-04-16,false,true
SEND003390,CMP02,Spring Refresh,C00154,ads,Refresh your routine for spring.,2025-04-16,false,false
SEND003391,CMP04,Summer Essentials,C00449,ads,Simple essentials for warmer days.,2025-07-02,false,false
SEND003392,CMP07,Early Holiday,C00774,email,A head start on thoughtful gifting.,2025-11-07,false,false
SEND003393,CMP06,Autumn Edit,C00900,ads,Discover this season's useful upgrades.,2025-09-30,false,false
SEND003394,CMP05,Back to Routine,C00461,email,Get back into your everyday rhythm.,2025-09-06,false,false
SEND003395,CMP07,Early Holiday,C00194,email,A head start on thoughtful gifting.,2025-11-14,false,false
SEND003396,CMP02,Spring Refresh,C00266,ads,Refresh your routine for spring.,2025-04-07,false,false
SEND003397,CMP05,Back to Routine,C00459,email,Get back into your everyday rhythm.,2025-08-21,false,false
SEND003398,CMP03,Member Picks,C00596,email,Popular picks selected for you.,2025-05-24,false,false
SEND003399,CMP04,Summer Essentials,C00852,ads,Simple essentials for warmer days.,2025-07-24,false,false
SEND003400,CMP02,Spring Refresh,C00508,ads,Refresh your routine for spring.,2025-03-12,false,false
SEND003401,CMP01,New Year Reset,C00885,email,Start fresh with practical favorites.,2025-02-08,false,false
SEND003402,CMP07,Early Holiday,C00790,email,A head start on thoughtful gifting.,2025-11-07,true,false
SEND003403,CMP08,Holiday Highlights,C00328,ads,Explore customer favorites this holiday.,2025-11-19,false,false
SEND003404,CMP04,Summer Essentials,C00503,ads,Simple essentials for warmer days.,2025-07-12,true,false
SEND003405,CMP03,Member Picks,C00048,email,Popular picks selected for you.,2025-06-28,false,false
SEND003406,CMP04,Summer Essentials,C00633,ads,Simple essentials for warmer days.,2025-08-27,false,false
SEND003407,CMP07,Early Holiday,C00705,email,A head start on thoughtful gifting.,2025-11-09,false,false
SEND003408,CMP06,Autumn Edit,C00636,ads,Discover this season's useful upgrades.,2025-10-26,false,false
SEND003409,CMP07,Early Holiday,C00722,email,A head start on thoughtful gifting.,2025-11-05,false,false
SEND003410,CMP03,Member Picks,C00618,email,Popular picks selected for you.,2025-06-29,false,false
SEND003411,CMP02,Spring Refresh,C00598,ads,Refresh your routine for spring.,2025-03-27,false,false
SEND003412,CMP08,Holiday Highlights,C00755,ads,Explore customer favorites this holiday.,2025-12-12,false,false
SEND003413,CMP05,Back to Routine,C00069,email,Get back into your everyday rhythm.,2025-08-17,false,false
SEND003414,CMP04,Summer Essentials,C00231,ads,Simple essentials for warmer days.,2025-07-27,false,false
SEND003415,CMP07,Early Holiday,C00104,email,A head start on thoughtful gifting.,2025-11-05,true,false
SEND003416,CMP01,New Year Reset,C00420,email,Start fresh with practical favorites.,2025-02-18,true,false
SEND003417,CMP03,Member Picks,C00971,email,Popular picks selected for you.,2025-05-14,false,false
SEND003418,CMP02,Spring Refresh,C00897,ads,Refresh your routine for spring.,2025-03-31,false,false
SEND003419,CMP04,Summer Essentials,C00429,ads,Simple essentials for warmer days.,2025-08-19,true,false
SEND003420,CMP02,Spring Refresh,C00772,ads,Refresh your routine for spring.,2025-04-17,false,false
SEND003421,CMP08,Holiday Highlights,C00489,ads,Explore customer favorites this holiday.,2025-11-15,false,false
SEND003422,CMP08,Holiday Highlights,C00703,ads,Explore customer favorites this holiday.,2025-11-14,false,false
SEND003423,CMP01,New Year Reset,C00003,email,Start fresh with practical favorites.,2025-02-09,false,false
SEND003424,CMP03,Member Picks,C00782,email,Popular picks selected for you.,2025-06-07,false,false
SEND003425,CMP02,Spring Refresh,C00667,ads,Refresh your routine for spring.,2025-03-25,false,false
SEND003426,CMP01,New Year Reset,C00625,email,Start fresh with practical favorites.,2025-02-04,false,false
SEND003427,CMP07,Early Holiday,C00903,email,A head start on thoughtful gifting.,2025-11-08,false,false
SEND003428,CMP07,Early Holiday,C00848,email,A head start on thoughtful gifting.,2025-11-08,false,false
SEND003429,CMP07,Early Holiday,C00245,email,A head start on thoughtful gifting.,2025-11-01,false,true
SEND003430,CMP05,Back to Routine,C00010,email,Get back into your everyday rhythm.,2025-08-08,false,false
SEND003431,CMP02,Spring Refresh,C00053,ads,Refresh your routine for spring.,2025-03-05,false,false
SEND003432,CMP08,Holiday Highlights,C00005,ads,Explore customer favorites this holiday.,2025-12-09,false,false
SEND003433,CMP07,Early Holiday,C00673,email,A head start on thoughtful gifting.,2025-11-04,false,false
SEND003434,CMP05,Back to Routine,C00437,email,Get back into your everyday rhythm.,2025-08-03,false,false
SEND003435,CMP01,New Year Reset,C00575,email,Start fresh with practical favorites.,2025-01-10,false,false
SEND003436,CMP07,Early Holiday,C00398,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND003437,CMP07,Early Holiday,C00369,email,A head start on thoughtful gifting.,2025-11-13,true,false
SEND003438,CMP01,New Year Reset,C00834,email,Start fresh with practical favorites.,2025-01-20,false,false
SEND003439,CMP03,Member Picks,C00585,email,Popular picks selected for you.,2025-05-13,false,true
SEND003440,CMP02,Spring Refresh,C00592,ads,Refresh your routine for spring.,2025-03-12,false,false
SEND003441,CMP06,Autumn Edit,C00261,ads,Discover this season's useful upgrades.,2025-09-29,false,false
SEND003442,CMP05,Back to Routine,C00323,email,Get back into your everyday rhythm.,2025-09-30,false,false
SEND003443,CMP06,Autumn Edit,C00740,ads,Discover this season's useful upgrades.,2025-09-20,true,false
SEND003444,CMP07,Early Holiday,C00869,email,A head start on thoughtful gifting.,2025-11-23,false,false
SEND003445,CMP05,Back to Routine,C00609,email,Get back into your everyday rhythm.,2025-09-27,false,false
SEND003446,CMP07,Early Holiday,C00440,email,A head start on thoughtful gifting.,2025-11-18,false,false
SEND003447,CMP01,New Year Reset,C00048,email,Start fresh with practical favorites.,2025-01-06,false,false
SEND003448,CMP01,New Year Reset,C00685,email,Start fresh with practical favorites.,2025-01-04,true,false
SEND003449,CMP07,Early Holiday,C00718,email,A head start on thoughtful gifting.,2025-11-10,false,false
SEND003450,CMP03,Member Picks,C00328,email,Popular picks selected for you.,2025-05-10,false,false
SEND003451,CMP07,Early Holiday,C00345,email,A head start on thoughtful gifting.,2025-11-06,true,false
SEND003452,CMP06,Autumn Edit,C00174,ads,Discover this season's useful upgrades.,2025-09-17,false,false
SEND003453,CMP04,Summer Essentials,C00082,ads,Simple essentials for warmer days.,2025-08-12,false,false
SEND003454,CMP02,Spring Refresh,C00321,ads,Refresh your routine for spring.,2025-03-29,false,false
SEND003455,CMP05,Back to Routine,C00432,email,Get back into your everyday rhythm.,2025-09-24,false,false
SEND003456,CMP07,Early Holiday,C00181,email,A head start on thoughtful gifting.,2025-11-05,false,false
SEND003457,CMP03,Member Picks,C00503,email,Popular picks selected for you.,2025-05-04,false,false
SEND003458,CMP04,Summer Essentials,C00294,ads,Simple essentials for warmer days.,2025-06-02,false,false
SEND003459,CMP06,Autumn Edit,C00970,ads,Discover this season's useful upgrades.,2025-10-31,false,false
SEND003460,CMP01,New Year Reset,C00597,email,Start fresh with practical favorites.,2025-01-27,false,false
SEND003461,CMP04,Summer Essentials,C00132,ads,Simple essentials for warmer days.,2025-07-31,false,false
SEND003462,CMP02,Spring Refresh,C00673,ads,Refresh your routine for spring.,2025-03-15,false,false
SEND003463,CMP07,Early Holiday,C00898,email,A head start on thoughtful gifting.,2025-11-23,false,false
SEND003464,CMP04,Summer Essentials,C00027,ads,Simple essentials for warmer days.,2025-08-16,false,false
SEND003465,CMP01,New Year Reset,C00633,email,Start fresh with practical favorites.,2025-01-22,false,false
SEND003466,CMP06,Autumn Edit,C00737,ads,Discover this season's useful upgrades.,2025-09-14,false,false
SEND003467,CMP01,New Year Reset,C00463,email,Start fresh with practical favorites.,2025-01-15,false,false
SEND003468,CMP04,Summer Essentials,C00208,ads,Simple essentials for warmer days.,2025-08-05,true,false
SEND003469,CMP04,Summer Essentials,C00977,ads,Simple essentials for warmer days.,2025-06-22,false,false
SEND003470,CMP05,Back to Routine,C00661,email,Get back into your everyday rhythm.,2025-09-10,false,false
SEND003471,CMP04,Summer Essentials,C00966,ads,Simple essentials for warmer days.,2025-06-19,true,false
SEND003472,CMP07,Early Holiday,C00565,email,A head start on thoughtful gifting.,2025-11-12,false,false
SEND003473,CMP05,Back to Routine,C00229,email,Get back into your everyday rhythm.,2025-09-05,true,false
SEND003474,CMP02,Spring Refresh,C00919,ads,Refresh your routine for spring.,2025-03-05,false,false
SEND003475,CMP08,Holiday Highlights,C00879,ads,Explore customer favorites this holiday.,2025-11-15,false,false
SEND003476,CMP07,Early Holiday,C00342,email,A head start on thoughtful gifting.,2025-11-03,false,false
SEND003477,CMP02,Spring Refresh,C00154,ads,Refresh your routine for spring.,2025-04-16,false,false
SEND003478,CMP07,Early Holiday,C00830,email,A head start on thoughtful gifting.,2025-11-04,true,false
SEND003479,CMP01,New Year Reset,C00725,email,Start fresh with practical favorites.,2025-01-03,false,false
SEND003480,CMP08,Holiday Highlights,C00877,ads,Explore customer favorites this holiday.,2025-11-10,false,false
SEND003481,CMP06,Autumn Edit,C00503,ads,Discover this season's useful upgrades.,2025-09-17,false,false
SEND003482,CMP01,New Year Reset,C00727,email,Start fresh with practical favorites.,2025-02-28,false,false
SEND003483,CMP01,New Year Reset,C00328,email,Start fresh with practical favorites.,2025-02-28,false,false
SEND003484,CMP04,Summer Essentials,C00629,ads,Simple essentials for warmer days.,2025-06-06,false,false
SEND003485,CMP01,New Year Reset,C00476,email,Start fresh with practical favorites.,2025-01-17,false,false
SEND003486,CMP07,Early Holiday,C00527,email,A head start on thoughtful gifting.,2025-11-01,false,false
SEND003487,CMP08,Holiday Highlights,C00516,ads,Explore customer favorites this holiday.,2025-11-13,false,false
SEND003488,CMP08,Holiday Highlights,C00120,ads,Explore customer favorites this holiday.,2025-12-14,false,false
SEND003489,CMP08,Holiday Highlights,C00393,ads,Explore customer favorites this holiday.,2025-12-10,true,true
SEND003490,CMP03,Member Picks,C00968,email,Popular picks selected for you.,2025-05-31,false,false
SEND003491,CMP08,Holiday Highlights,C00949,ads,Explore customer favorites this holiday.,2025-12-23,false,false
SEND003492,CMP02,Spring Refresh,C00764,ads,Refresh your routine for spring.,2025-03-09,true,false
SEND003493,CMP06,Autumn Edit,C00860,ads,Discover this season's useful upgrades.,2025-10-30,false,false
SEND003494,CMP06,Autumn Edit,C00714,ads,Discover this season's useful upgrades.,2025-09-14,false,false
SEND003495,CMP06,Autumn Edit,C00484,ads,Discover this season's useful upgrades.,2025-10-10,false,false
SEND003496,CMP03,Member Picks,C00969,email,Popular picks selected for you.,2025-06-08,false,false
SEND003497,CMP03,Member Picks,C00277,email,Popular picks selected for you.,2025-06-24,false,false
SEND003498,CMP07,Early Holiday,C00462,email,A head start on thoughtful gifting.,2025-11-11,false,true
SEND003499,CMP06,Autumn Edit,C00514,ads,Discover this season's useful upgrades.,2025-09-21,false,false
SEND003500,CMP01,New Year Reset,C00841,email,Start fresh with practical favorites.,2025-01-25,false,false
SEND003501,CMP05,Back to Routine,C00528,email,Get back into your everyday rhythm.,2025-09-09,false,false
SEND003502,CMP01,New Year Reset,C00866,email,Start fresh with practical favorites.,2025-01-26,false,false
SEND003503,CMP06,Autumn Edit,C00585,ads,Discover this season's useful upgrades.,2025-10-09,false,false
SEND003504,CMP01,New Year Reset,C00580,email,Start fresh with practical favorites.,2025-01-12,false,false
SEND003505,CMP02,Spring Refresh,C00053,ads,Refresh your routine for spring.,2025-03-22,false,false
SEND003506,CMP07,Early Holiday,C00977,email,A head start on thoughtful gifting.,2025-11-26,false,false
SEND003507,CMP03,Member Picks,C00593,email,Popular picks selected for you.,2025-05-23,false,false
SEND003508,CMP08,Holiday Highlights,C00859,ads,Explore customer favorites this holiday.,2025-12-08,false,false
SEND003509,CMP03,Member Picks,C00255,email,Popular picks selected for you.,2025-06-14,false,false
SEND003510,CMP01,New Year Reset,C00661,email,Start fresh with practical favorites.,2025-01-20,false,false
SEND003511,CMP03,Member Picks,C00100,email,Popular picks selected for you.,2025-06-12,true,false
SEND003512,CMP05,Back to Routine,C00334,email,Get back into your everyday rhythm.,2025-09-11,false,false
SEND003513,CMP05,Back to Routine,C00150,email,Get back into your everyday rhythm.,2025-09-18,true,true
SEND003514,CMP02,Spring Refresh,C00852,ads,Refresh your routine for spring.,2025-04-26,false,false
SEND003515,CMP08,Holiday Highlights,C00595,ads,Explore customer favorites this holiday.,2025-11-15,false,false
SEND003516,CMP05,Back to Routine,C00723,email,Get back into your everyday rhythm.,2025-09-10,false,false
SEND003517,CMP01,New Year Reset,C00177,email,Start fresh with practical favorites.,2025-01-20,false,false
SEND003518,CMP05,Back to Routine,C00010,email,Get back into your everyday rhythm.,2025-08-20,true,false
SEND003519,CMP07,Early Holiday,C00978,email,A head start on thoughtful gifting.,2025-11-23,false,false
SEND003520,CMP04,Summer Essentials,C00318,ads,Simple essentials for warmer days.,2025-07-22,false,false
SEND003521,CMP01,New Year Reset,C00615,email,Start fresh with practical favorites.,2025-01-17,false,false
SEND003522,CMP07,Early Holiday,C00893,email,A head start on thoughtful gifting.,2025-11-14,false,false
SEND003523,CMP04,Summer Essentials,C00991,ads,Simple essentials for warmer days.,2025-07-19,false,false
SEND003524,CMP02,Spring Refresh,C00536,ads,Refresh your routine for spring.,2025-03-27,false,false
SEND003525,CMP01,New Year Reset,C00593,email,Start fresh with practical favorites.,2025-02-14,false,false
SEND003526,CMP07,Early Holiday,C00312,email,A head start on thoughtful gifting.,2025-11-04,false,false
SEND003527,CMP03,Member Picks,C00723,email,Popular picks selected for you.,2025-05-31,false,false
SEND003528,CMP08,Holiday Highlights,C00400,ads,Explore customer favorites this holiday.,2025-12-05,true,false
SEND003529,CMP03,Member Picks,C00287,email,Popular picks selected for you.,2025-05-22,false,false
SEND003530,CMP05,Back to Routine,C00145,email,Get back into your everyday rhythm.,2025-09-10,false,false
SEND003531,CMP05,Back to Routine,C00740,email,Get back into your everyday rhythm.,2025-09-15,false,false
SEND003532,CMP08,Holiday Highlights,C00256,ads,Explore customer favorites this holiday.,2025-11-11,false,false
SEND003533,CMP02,Spring Refresh,C00170,ads,Refresh your routine for spring.,2025-03-16,false,false
SEND003534,CMP07,Early Holiday,C00530,email,A head start on thoughtful gifting.,2025-11-22,false,false
SEND003535,CMP03,Member Picks,C00833,email,Popular picks selected for you.,2025-06-28,false,false
SEND003536,CMP07,Early Holiday,C00720,email,A head start on thoughtful gifting.,2025-11-20,false,false
SEND003537,CMP07,Early Holiday,C00907,email,A head start on thoughtful gifting.,2025-11-24,false,false
SEND003538,CMP02,Spring Refresh,C00535,ads,Refresh your routine for spring.,2025-03-10,false,false
SEND003539,CMP03,Member Picks,C00402,email,Popular picks selected for you.,2025-05-06,false,false
SEND003540,CMP01,New Year Reset,C00305,email,Start fresh with practical favorites.,2025-01-20,true,false
SEND003541,CMP07,Early Holiday,C00323,email,A head start on thoughtful gifting.,2025-11-05,false,false
SEND003542,CMP01,New Year Reset,C00253,email,Start fresh with practical favorites.,2025-02-26,false,false
SEND003543,CMP07,Early Holiday,C00915,email,A head start on thoughtful gifting.,2025-11-23,false,false
SEND003544,CMP04,Summer Essentials,C00861,ads,Simple essentials for warmer days.,2025-08-18,false,false
SEND003545,CMP07,Early Holiday,C00386,email,A head start on thoughtful gifting.,2025-11-26,false,false
SEND003546,CMP03,Member Picks,C00933,email,Popular picks selected for you.,2025-05-20,false,false
SEND003547,CMP02,Spring Refresh,C00320,ads,Refresh your routine for spring.,2025-03-12,false,false
SEND003548,CMP02,Spring Refresh,C00992,ads,Refresh your routine for spring.,2025-03-09,false,false
SEND003549,CMP08,Holiday Highlights,C00287,ads,Explore customer favorites this holiday.,2025-11-29,false,false
SEND003550,CMP02,Spring Refresh,C00862,ads,Refresh your routine for spring.,2025-04-07,false,false
SEND003551,CMP08,Holiday Highlights,C00182,ads,Explore customer favorites this holiday.,2025-11-23,true,false
SEND003552,CMP07,Early Holiday,C00573,email,A head start on thoughtful gifting.,2025-11-16,false,false
SEND003553,CMP05,Back to Routine,C00403,email,Get back into your everyday rhythm.,2025-09-03,false,false
SEND003554,CMP07,Early Holiday,C00965,email,A head start on thoughtful gifting.,2025-11-12,false,false
SEND003555,CMP07,Early Holiday,C00804,email,A head start on thoughtful gifting.,2025-11-29,false,false
SEND003556,CMP03,Member Picks,C00364,email,Popular picks selected for you.,2025-06-02,false,false
SEND003557,CMP08,Holiday Highlights,C00476,ads,Explore customer favorites this holiday.,2025-11-01,false,false
SEND003558,CMP03,Member Picks,C00017,email,Popular picks selected for you.,2025-06-12,false,true
SEND003559,CMP04,Summer Essentials,C00381,ads,Simple essentials for warmer days.,2025-08-26,false,false
SEND003560,CMP07,Early Holiday,C00968,email,A head start on thoughtful gifting.,2025-11-23,false,false
SEND003561,CMP02,Spring Refresh,C00666,ads,Refresh your routine for spring.,2025-03-11,true,false
SEND003562,CMP07,Early Holiday,C00832,email,A head start on thoughtful gifting.,2025-11-08,false,false
SEND003563,CMP01,New Year Reset,C00298,email,Start fresh with practical favorites.,2025-01-22,true,false
SEND003564,CMP01,New Year Reset,C00765,email,Start fresh with practical favorites.,2025-02-16,false,false
SEND003565,CMP01,New Year Reset,C00526,email,Start fresh with practical favorites.,2025-02-07,false,false
SEND003566,CMP02,Spring Refresh,C00982,ads,Refresh your routine for spring.,2025-03-22,false,false
SEND003567,CMP08,Holiday Highlights,C00384,ads,Explore customer favorites this holiday.,2025-11-04,false,false
SEND003568,CMP01,New Year Reset,C00995,email,Start fresh with practical favorites.,2025-01-11,false,false
SEND003569,CMP02,Spring Refresh,C00900,ads,Refresh your routine for spring.,2025-03-17,false,false
SEND003570,CMP02,Spring Refresh,C00881,ads,Refresh your routine for spring.,2025-04-22,false,false
SEND003571,CMP06,Autumn Edit,C00944,ads,Discover this season's useful upgrades.,2025-09-17,false,false
SEND003572,CMP02,Spring Refresh,C00089,ads,Refresh your routine for spring.,2025-03-21,false,false
SEND003573,CMP05,Back to Routine,C00655,email,Get back into your everyday rhythm.,2025-08-19,false,false
SEND003574,CMP05,Back to Routine,C00239,email,Get back into your everyday rhythm.,2025-09-11,false,false
SEND003575,CMP06,Autumn Edit,C00275,ads,Discover this season's useful upgrades.,2025-10-22,false,false
SEND003576,CMP06,Autumn Edit,C00337,ads,Discover this season's useful upgrades.,2025-09-26,true,true
