visit_id,customer_id,visit_date,traffic_source,product_id,product_viewed,added_to_cart,purchased
V003840,C00012,2025-01-26,paid_search,P022,Active Mat 22,false,false
V003841,C00375,2025-01-11,direct,P009,Daily Lamp 09,false,false
V003842,C00341,2025-05-24,paid_search,P018,Pure Band 18,false,false
V003843,C00879,2025-06-18,social,P016,Modern Serum 16,false,false
V003844,C00168,2025-10-19,paid_search,P025,Daily Lamp 25,true,false
V003845,C00348,2025-10-17,direct,P026,Pure Band 26,true,false
V003846,C00462,2025-12-17,paid_search,P005,Bright Organizer 05,false,false
V003847,C00369,2025-06-11,email,P021,Bright Organizer 21,false,true
V003848,C00242,2025-01-14,organic_search,P016,Modern Serum 16,true,false
V003849,C00456,2025-10-01,organic_search,P026,Pure Band 26,false,false
V003850,C00433,2025-08-30,direct,P025,Daily Lamp 25,false,false
V003851,C00879,2025-02-03,organic_search,P030,Active Mat 30,true,true
V003852,C00179,2025-07-12,email,P029,Bright Organizer 29,true,false
V003853,C00421,2025-12-19,organic_search,P016,Modern Serum 16,true,false
V003854,C00493,2025-09-08,direct,P004,Essential Bag 04,false,false
V003855,C00800,2025-08-15,organic_search,P023,Calm Cream 23,false,false
V003856,C00818,2025-04-09,direct,P001,Daily Lamp 01,false,false
V003857,C00907,2025-08-12,paid_search,P029,Bright Organizer 29,false,false
V003858,C00212,2025-01-21,organic_search,P014,Active Mat 14,false,false
V003859,C00336,2025-06-21,paid_search,P026,Pure Band 26,false,false
V003860,C00715,2025-11-15,email,P008,Modern Serum 08,false,false
V003861,C00107,2025-03-21,paid_search,P029,Bright Organizer 29,false,false
V003862,C00251,2025-02-06,organic_search,P002,Pure Band 02,false,true
V003863,C00212,2025-01-21,organic_search,P026,Pure Band 26,false,false
V003864,C00654,2025-03-14,paid_search,P023,Calm Cream 23,false,false
V003865,C00103,2025-03-09,organic_search,P016,Modern Serum 16,false,false
V003866,C00405,2025-01-27,organic_search,P011,Urban Bottle 11,false,false
V003867,C00520,2025-01-24,social,P020,Essential Bag 20,true,false
V003868,C00955,2025-05-31,paid_search,P015,Calm Cream 15,false,false
V003869,C00995,2025-12-16,email,P002,Pure Band 02,true,false
V003870,C00129,2025-04-14,social,P017,Daily Lamp 17,false,false
V003871,C00677,2025-09-21,direct,P020,Essential Bag 20,false,false
V003872,C00921,2025-04-07,social,P023,Calm Cream 23,true,false
V003873,C00074,2025-05-02,paid_search,P019,Urban Bottle 19,false,false
V003874,C00718,2025-07-25,organic_search,P029,Bright Organizer 29,false,false
V003875,C00425,2025-01-03,social,P004,Essential Bag 04,true,false
V003876,C00910,2025-04-22,organic_search,P023,Calm Cream 23,false,false
V003877,C00815,2025-10-30,organic_search,P007,Calm Cream 07,false,false
V003878,C00343,2025-05-10,email,P017,Daily Lamp 17,true,false
V003879,C00601,2025-10-05,organic_search,P024,Modern Serum 24,true,true
V003880,C00275,2025-03-06,social,P030,Active Mat 30,true,false
V003881,C00975,2025-09-27,email,P017,Daily Lamp 17,false,false
V003882,C00700,2025-06-03,direct,P008,Modern Serum 08,false,false
V003883,C00737,2025-02-24,organic_search,P028,Essential Bag 28,false,false
V003884,C00403,2025-09-02,paid_search,P007,Calm Cream 07,false,false
V003885,C00607,2025-02-24,organic_search,P002,Pure Band 02,true,true
V003886,C00210,2025-06-06,paid_search,P008,Modern Serum 08,false,false
V003887,C00658,2025-10-23,email,P007,Calm Cream 07,false,false
V003888,C00518,2025-05-15,social,P001,Daily Lamp 01,false,false
V003889,C00753,2025-12-24,email,P015,Calm Cream 15,true,true
V003890,C00260,2025-04-03,organic_search,P022,Active Mat 22,false,false
V003891,C00483,2025-05-20,email,P028,Essential Bag 28,true,true
V003892,C00741,2025-07-04,paid_search,P030,Active Mat 30,false,false
V003893,C00976,2025-07-18,direct,P014,Active Mat 14,false,false
V003894,C00156,2025-08-05,email,P005,Bright Organizer 05,false,false
V003895,C00209,2025-03-14,direct,P008,Modern Serum 08,false,false
V003896,C00669,2025-07-23,paid_search,P011,Urban Bottle 11,false,true
V003897,C00609,2025-01-11,organic_search,P004,Essential Bag 04,false,false
V003898,C00065,2025-11-28,social,P014,Active Mat 14,false,false
V003899,C00762,2025-04-01,direct,P023,Calm Cream 23,false,false
V003900,C00273,2025-12-26,organic_search,P005,Bright Organizer 05,false,false
V003901,C00476,2025-02-24,social,P002,Pure Band 02,false,false
V003902,C00840,2025-09-13,referral,P009,Daily Lamp 09,false,false
V003903,C00052,2025-12-10,social,P022,Active Mat 22,false,false
V003904,C00639,2025-10-27,paid_search,P005,Bright Organizer 05,false,false
V003905,C00393,2025-02-04,social,P009,Daily Lamp 09,false,false
V003906,C00422,2025-05-30,email,P002,Pure Band 02,false,false
V003907,C00443,2025-04-01,organic_search,P003,Urban Bottle 03,true,true
V003908,C00105,2025-11-08,email,P007,Calm Cream 07,false,false
V003909,C00506,2025-07-31,organic_search,P027,Urban Bottle 27,true,false
V003910,C00049,2025-06-01,organic_search,P027,Urban Bottle 27,false,true
V003911,C00820,2025-07-13,organic_search,P024,Modern Serum 24,false,false
V003912,C00805,2025-02-12,organic_search,P029,Bright Organizer 29,false,false
V003913,C00199,2025-12-26,organic_search,P024,Modern Serum 24,false,true
V003914,C00649,2025-09-10,paid_search,P007,Calm Cream 07,false,false
V003915,C00836,2025-10-11,paid_search,P028,Essential Bag 28,false,false
V003916,C00187,2025-04-19,organic_search,P013,Bright Organizer 13,false,false
V003917,C00134,2025-03-19,referral,P013,Bright Organizer 13,false,false
V003918,C00948,2025-04-05,organic_search,P026,Pure Band 26,false,false
V003919,C00023,2025-08-11,organic_search,P007,Calm Cream 07,false,false
V003920,C00522,2025-06-17,social,P016,Modern Serum 16,true,true
V003921,C00571,2025-08-15,paid_search,P027,Urban Bottle 27,false,false
V003922,C00004,2025-03-03,social,P004,Essential Bag 04,true,true
V003923,C00807,2025-02-20,email,P013,Bright Organizer 13,false,false
V003924,C00301,2025-12-30,email,P003,Urban Bottle 03,false,false
V003925,C00139,2025-05-19,direct,P017,Daily Lamp 17,false,false
V003926,C00084,2025-08-31,paid_search,P005,Bright Organizer 05,false,false
V003927,C00478,2025-04-14,direct,P014,Active Mat 14,false,false
V003928,C00061,2025-01-21,direct,P020,Essential Bag 20,false,false
V003929,C00503,2025-03-09,social,P022,Active Mat 22,false,false
V003930,C00199,2025-11-10,organic_search,P018,Pure Band 18,false,false
V003931,C00074,2025-03-07,organic_search,P027,Urban Bottle 27,false,true
V003932,C00628,2025-10-06,email,P016,Modern Serum 16,true,false
V003933,C00925,2025-04-17,social,P030,Active Mat 30,false,false
V003934,C00629,2025-06-19,social,P003,Urban Bottle 03,false,false
V003935,C00051,2025-11-06,organic_search,P012,Essential Bag 12,false,false
V003936,C00724,2025-10-28,paid_search,P021,Bright Organizer 21,false,false
V003937,C00523,2025-05-24,referral,P004,Essential Bag 04,false,false
V003938,C00112,2025-04-10,organic_search,P029,Bright Organizer 29,false,false
V003939,C00248,2025-03-05,email,P025,Daily Lamp 25,true,false
V003940,C00874,2025-07-15,direct,P013,Bright Organizer 13,false,false
V003941,C00611,2025-02-10,paid_search,P023,Calm Cream 23,false,false
V003942,C00470,2025-08-29,organic_search,P022,Active Mat 22,false,false
V003943,C00315,2025-07-26,email,P025,Daily Lamp 25,false,false
V003944,C00314,2025-05-14,organic_search,P016,Modern Serum 16,false,false
V003945,C00172,2025-07-27,organic_search,P010,Pure Band 10,false,false
V003946,C00885,2025-08-14,organic_search,P011,Urban Bottle 11,false,false
V003947,C00173,2025-10-08,direct,P016,Modern Serum 16,false,false
V003948,C00227,2025-10-10,paid_search,P006,Active Mat 06,false,false
V003949,C00980,2025-03-30,organic_search,P011,Urban Bottle 11,false,false
V003950,C00563,2025-01-24,organic_search,P022,Active Mat 22,false,false
V003951,C00804,2025-06-20,organic_search,P007,Calm Cream 07,false,false
V003952,C00783,2025-06-03,social,P021,Bright Organizer 21,false,false
V003953,C00458,2025-03-08,email,P013,Bright Organizer 13,true,false
V003954,C00052,2025-10-05,paid_search,P005,Bright Organizer 05,false,true
V003955,C00388,2025-03-18,organic_search,P017,Daily Lamp 17,false,false
V003956,C00926,2025-02-10,paid_search,P026,Pure Band 26,false,false
V003957,C00730,2025-10-15,organic_search,P006,Active Mat 06,false,false
V003958,C00478,2025-09-06,social,P027,Urban Bottle 27,false,false
V003959,C00002,2025-09-17,social,P015,Calm Cream 15,false,false
V003960,C00129,2025-01-26,social,P004,Essential Bag 04,false,false
V003961,C00095,2025-07-09,direct,P001,Daily Lamp 01,false,false
V003962,C00466,2025-02-16,organic_search,P003,Urban Bottle 03,false,false
V003963,C00466,2025-04-06,social,P028,Essential Bag 28,false,false
V003964,C00905,2025-06-29,email,P026,Pure Band 26,false,false
V003965,C00111,2025-06-06,social,P030,Active Mat 30,false,false
V003966,C00194,2025-12-26,social,P030,Active Mat 30,false,false
V003967,C00745,2025-12-16,organic_search,P023,Calm Cream 23,false,false
V003968,C00167,2025-11-01,organic_search,P002,Pure Band 02,false,false
V003969,C00451,2025-09-21,direct,P001,Daily Lamp 01,false,false
V003970,C00165,2025-05-14,organic_search,P008,Modern Serum 08,false,false
V003971,C00612,2025-09-03,direct,P011,Urban Bottle 11,false,false
V003972,C00573,2025-09-28,direct,P023,Calm Cream 23,false,false
V003973,C00191,2025-05-22,social,P009,Daily Lamp 09,false,false
V003974,C00756,2025-01-09,paid_search,P015,Calm Cream 15,false,false
V003975,C00376,2025-11-05,direct,P009,Daily Lamp 09,false,false
V003976,C00604,2025-12-07,referral,P027,Urban Bottle 27,true,false
V003977,C00422,2025-05-29,paid_search,P001,Daily Lamp 01,false,false
V003978,C00870,2025-09-06,direct,P024,Modern Serum 24,false,false
V003979,C00052,2025-03-22,organic_search,P002,Pure Band 02,false,false
V003980,C00138,2025-03-09,direct,P010,Pure Band 10,true,false
V003981,C00688,2025-07-16,organic_search,P009,Daily Lamp 09,false,false
V003982,C00845,2025-03-13,paid_search,P027,Urban Bottle 27,false,false
V003983,C00889,2025-10-05,organic_search,P015,Calm Cream 15,false,false
V003984,C00418,2025-03-28,social,P020,Essential Bag 20,false,false
V003985,C00447,2025-09-21,organic_search,P016,Modern Serum 16,false,false
V003986,C00773,2025-09-16,referral,P027,Urban Bottle 27,true,false
V003987,C00675,2025-04-17,direct,P002,Pure Band 02,false,false
V003988,C00613,2025-10-17,social,P008,Modern Serum 08,false,false
V003989,C00242,2025-08-21,paid_search,P027,Urban Bottle 27,false,false
V003990,C00477,2025-04-26,referral,P011,Urban Bottle 11,false,false
V003991,C00563,2025-05-16,direct,P002,Pure Band 02,false,false
V003992,C00031,2025-11-22,direct,P005,Bright Organizer 05,false,false
V003993,C00773,2025-02-07,direct,P010,Pure Band 10,false,false
V003994,C00180,2025-02-09,direct,P016,Modern Serum 16,false,false
V003995,C00450,2025-04-21,organic_search,P023,Calm Cream 23,false,false
V003996,C00988,2025-07-16,organic_search,P029,Bright Organizer 29,false,false
V003997,C00571,2025-12-22,organic_search,P014,Active Mat 14,true,true
V003998,C00110,2025-07-31,paid_search,P015,Calm Cream 15,false,false
V003999,C00438,2025-07-09,direct,P022,Active Mat 22,false,false
V004000,C00043,2025-01-27,organic_search,P022,Active Mat 22,false,false
V004001,C00513,2025-10-22,social,P001,Daily Lamp 01,false,false
V004002,C00621,2025-06-13,organic_search,P010,Pure Band 10,false,false
V004003,C00153,2025-01-06,social,P025,Daily Lamp 25,false,false
V004004,C00931,2025-02-25,direct,P030,Active Mat 30,false,false
V004005,C00039,2025-08-31,paid_search,P017,Daily Lamp 17,false,false
V004006,C00733,2025-06-27,social,P026,Pure Band 26,false,false
V004007,C00426,2025-10-11,organic_search,P001,Daily Lamp 01,false,false
V004008,C00746,2025-07-29,direct,P011,Urban Bottle 11,false,false
V004009,C00088,2025-03-20,paid_search,P017,Daily Lamp 17,false,false
V004010,C00177,2025-10-28,social,P014,Active Mat 14,false,false
V004011,C00609,2025-03-03,email,P005,Bright Organizer 05,false,false
V004012,C00632,2025-10-23,paid_search,P006,Active Mat 06,true,false
V004013,C00393,2025-12-17,paid_search,P017,Daily Lamp 17,true,false
V004014,C00985,2025-09-17,paid_search,P007,Calm Cream 07,true,false
V004015,C00225,2025-02-07,paid_search,P009,Daily Lamp 09,false,false
V004016,C00725,2025-02-06,paid_search,P009,Daily Lamp 09,false,false
V004017,C00797,2025-10-24,direct,P020,Essential Bag 20,false,false
V004018,C00115,2025-02-06,organic_search,P029,Bright Organizer 29,false,false
V004019,C00084,2025-01-21,paid_search,P019,Urban Bottle 19,false,false
V004020,C00397,2025-07-07,paid_search,P022,Active Mat 22,false,false
V004021,C00514,2025-03-24,paid_search,P019,Urban Bottle 19,false,false
V004022,C00190,2025-08-30,email,P007,Calm Cream 07,false,false
V004023,C00814,2025-04-14,email,P012,Essential Bag 12,false,false
V004024,C00394,2025-02-25,social,P005,Bright Organizer 05,false,true
V004025,C00316,2025-09-18,paid_search,P029,Bright Organizer 29,true,false
V004026,C00478,2025-11-22,organic_search,P026,Pure Band 26,true,false
V004027,C00986,2025-02-10,organic_search,P025,Daily Lamp 25,false,false
V004028,C00316,2025-01-24,paid_search,P023,Calm Cream 23,false,false
V004029,C00537,2025-09-01,email,P023,Calm Cream 23,false,false
V004030,C00803,2025-10-22,paid_search,P018,Pure Band 18,false,false
V004031,C00888,2025-10-08,organic_search,P007,Calm Cream 07,false,false
V004032,C00993,2025-10-14,referral,P021,Bright Organizer 21,false,false
V004033,C00397,2025-09-04,direct,P030,Active Mat 30,false,false
V004034,C00027,2025-03-14,social,P007,Calm Cream 07,false,false
V004035,C00310,2025-11-19,organic_search,P002,Pure Band 02,true,true
V004036,C00483,2025-01-21,social,P001,Daily Lamp 01,false,false
V004037,C00474,2025-10-03,direct,P010,Pure Band 10,false,false
V004038,C00468,2025-10-02,organic_search,P004,Essential Bag 04,false,false
V004039,C00178,2025-12-31,email,P022,Active Mat 22,false,false
V004040,C00454,2025-09-13,paid_search,P015,Calm Cream 15,false,true
V004041,C00474,2025-12-05,paid_search,P017,Daily Lamp 17,false,false
V004042,C00223,2025-04-04,social,P011,Urban Bottle 11,false,false
V004043,C00834,2025-09-20,organic_search,P024,Modern Serum 24,false,false
V004044,C00146,2025-05-16,paid_search,P007,Calm Cream 07,false,false
V004045,C00090,2025-05-12,direct,P001,Daily Lamp 01,false,false
V004046,C00322,2025-03-29,direct,P010,Pure Band 10,false,false
V004047,C00658,2025-12-01,organic_search,P019,Urban Bottle 19,false,false
V004048,C00194,2025-09-07,organic_search,P002,Pure Band 02,true,false
V004049,C00844,2025-01-11,direct,P012,Essential Bag 12,false,false
V004050,C00560,2025-01-24,organic_search,P022,Active Mat 22,false,false
V004051,C00023,2025-02-27,paid_search,P001,Daily Lamp 01,false,false
V004052,C00418,2025-08-23,organic_search,P020,Essential Bag 20,true,false
V004053,C00632,2025-09-11,direct,P012,Essential Bag 12,false,false
V004054,C00243,2025-02-05,organic_search,P007,Calm Cream 07,false,false
V004055,C00028,2025-11-07,email,P016,Modern Serum 16,true,false
V004056,C00066,2025-07-13,paid_search,P018,Pure Band 18,false,false
V004057,C00322,2025-11-22,paid_search,P018,Pure Band 18,false,false
V004058,C00146,2025-07-02,social,P009,Daily Lamp 09,false,false
V004059,C00631,2025-11-10,direct,P006,Active Mat 06,false,false
V004060,C00778,2025-03-25,social,P005,Bright Organizer 05,false,false
V004061,C00447,2025-02-25,referral,P008,Modern Serum 08,false,false
V004062,C00252,2025-11-04,social,P026,Pure Band 26,false,false
V004063,C00903,2025-07-30,organic_search,P015,Calm Cream 15,false,false
V004064,C00961,2025-10-18,organic_search,P020,Essential Bag 20,true,true
V004065,C00758,2025-04-09,paid_search,P009,Daily Lamp 09,true,true
V004066,C00381,2025-03-03,direct,P016,Modern Serum 16,false,false
V004067,C00611,2025-09-30,organic_search,P017,Daily Lamp 17,false,false
V004068,C00646,2025-04-14,organic_search,P007,Calm Cream 07,true,false
V004069,C00247,2025-07-21,email,P008,Modern Serum 08,false,false
V004070,C00143,2025-08-25,email,P025,Daily Lamp 25,false,false
V004071,C00712,2025-07-02,referral,P012,Essential Bag 12,false,false
V004072,C00328,2025-09-10,direct,P006,Active Mat 06,false,false
V004073,C00573,2025-05-24,referral,P028,Essential Bag 28,false,false
V004074,C00149,2025-12-22,email,P010,Pure Band 10,false,false
V004075,C00028,2025-07-20,paid_search,P002,Pure Band 02,true,true
V004076,C00037,2025-10-14,social,P002,Pure Band 02,false,false
V004077,C00537,2025-12-27,organic_search,P027,Urban Bottle 27,false,false
V004078,C00150,2025-06-18,email,P011,Urban Bottle 11,false,false
V004079,C00317,2025-01-13,paid_search,P027,Urban Bottle 27,false,false
V004080,C00102,2025-12-08,organic_search,P002,Pure Band 02,true,false
V004081,C00191,2025-02-13,organic_search,P003,Urban Bottle 03,false,false
V004082,C00683,2025-01-15,direct,P017,Daily Lamp 17,false,false
V004083,C00068,2025-10-31,email,P020,Essential Bag 20,false,false
V004084,C00931,2025-12-30,social,P027,Urban Bottle 27,false,false
V004085,C00897,2025-04-30,paid_search,P014,Active Mat 14,false,false
V004086,C00617,2025-02-11,social,P002,Pure Band 02,false,false
V004087,C00228,2025-09-28,social,P016,Modern Serum 16,false,false
V004088,C00745,2025-03-19,paid_search,P007,Calm Cream 07,false,false
V004089,C00528,2025-08-25,paid_search,P008,Modern Serum 08,false,false
V004090,C00773,2025-07-20,organic_search,P005,Bright Organizer 05,false,false
V004091,C00832,2025-05-08,organic_search,P027,Urban Bottle 27,true,true
V004092,C00690,2025-12-22,email,P001,Daily Lamp 01,false,false
V004093,C00865,2025-09-28,organic_search,P024,Modern Serum 24,false,false
V004094,C00182,2025-07-14,paid_search,P012,Essential Bag 12,false,false
V004095,C00184,2025-02-03,paid_search,P021,Bright Organizer 21,false,false
V004096,C00487,2025-08-14,organic_search,P016,Modern Serum 16,false,false
V004097,C00363,2025-11-28,organic_search,P005,Bright Organizer 05,false,false
V004098,C00168,2025-10-14,direct,P019,Urban Bottle 19,false,false
V004099,C00763,2025-04-09,email,P012,Essential Bag 12,false,false
V004100,C00208,2025-04-29,email,P018,Pure Band 18,false,false
V004101,C00780,2025-03-09,organic_search,P004,Essential Bag 04,false,true
V004102,C00996,2025-11-01,organic_search,P014,Active Mat 14,false,false
V004103,C00967,2025-10-12,direct,P020,Essential Bag 20,false,false
V004104,C00047,2025-03-08,organic_search,P028,Essential Bag 28,false,false
V004105,C00393,2025-05-08,social,P007,Calm Cream 07,false,false
V004106,C00821,2025-04-10,social,P021,Bright Organizer 21,false,true
V004107,C00986,2025-05-11,organic_search,P023,Calm Cream 23,true,false
V004108,C00346,2025-11-09,organic_search,P004,Essential Bag 04,false,false
V004109,C00788,2025-03-11,paid_search,P027,Urban Bottle 27,true,false
V004110,C00042,2025-01-02,organic_search,P003,Urban Bottle 03,false,false
V004111,C00152,2025-01-05,organic_search,P028,Essential Bag 28,false,false
V004112,C00513,2025-06-23,direct,P016,Modern Serum 16,false,false
V004113,C00702,2025-04-06,email,P006,Active Mat 06,false,false
V004114,C00759,2025-01-10,direct,P001,Daily Lamp 01,false,false
V004115,C00461,2025-02-16,social,P026,Pure Band 26,false,false
V004116,C00814,2025-07-14,paid_search,P004,Essential Bag 04,false,false
V004117,C00605,2025-04-11,referral,P026,Pure Band 26,false,false
V004118,C00921,2025-01-26,paid_search,P006,Active Mat 06,false,false
V004119,C00615,2025-05-21,paid_search,P025,Daily Lamp 25,false,true
V004120,C00164,2025-06-30,organic_search,P016,Modern Serum 16,false,false
V004121,C00264,2025-11-29,paid_search,P015,Calm Cream 15,false,false
V004122,C00216,2025-03-11,referral,P005,Bright Organizer 05,false,false
V004123,C00558,2025-06-07,social,P026,Pure Band 26,false,false
V004124,C00023,2025-08-06,paid_search,P006,Active Mat 06,false,false
V004125,C00005,2025-07-09,organic_search,P002,Pure Band 02,false,false
V004126,C00137,2025-08-03,social,P007,Calm Cream 07,false,false
V004127,C00055,2025-12-05,paid_search,P021,Bright Organizer 21,false,false
V004128,C00491,2025-03-02,organic_search,P015,Calm Cream 15,false,false
V004129,C00590,2025-09-14,email,P008,Modern Serum 08,false,false
V004130,C00749,2025-12-06,organic_search,P020,Essential Bag 20,true,false
V004131,C00228,2025-01-18,paid_search,P013,Bright Organizer 13,false,false
V004132,C00332,2025-05-26,organic_search,P028,Essential Bag 28,false,false
V004133,C00766,2025-06-17,direct,P016,Modern Serum 16,false,false
V004134,C00269,2025-09-29,social,P030,Active Mat 30,false,false
V004135,C00672,2025-04-12,direct,P012,Essential Bag 12,true,false
V004136,C00986,2025-11-03,organic_search,P027,Urban Bottle 27,false,false
V004137,C00381,2025-06-24,direct,P027,Urban Bottle 27,false,false
V004138,C00617,2025-11-02,email,P017,Daily Lamp 17,false,false
V004139,C00012,2025-08-11,direct,P007,Calm Cream 07,false,false
V004140,C00197,2025-08-05,direct,P001,Daily Lamp 01,false,false
V004141,C00825,2025-03-03,social,P002,Pure Band 02,true,false
V004142,C00687,2025-05-31,email,P007,Calm Cream 07,false,false
V004143,C00980,2025-04-12,organic_search,P024,Modern Serum 24,false,true
V004144,C00772,2025-11-30,organic_search,P030,Active Mat 30,false,false
V004145,C00412,2025-05-14,paid_search,P003,Urban Bottle 03,true,true
V004146,C00902,2025-05-18,email,P029,Bright Organizer 29,false,false
V004147,C00641,2025-05-31,direct,P014,Active Mat 14,false,false
V004148,C00758,2025-08-04,email,P030,Active Mat 30,false,false
V004149,C00977,2025-02-06,paid_search,P005,Bright Organizer 05,false,false
V004150,C00022,2025-04-18,organic_search,P002,Pure Band 02,false,false
V004151,C00286,2025-06-24,email,P005,Bright Organizer 05,true,false
V004152,C00605,2025-06-16,organic_search,P020,Essential Bag 20,false,false
V004153,C00519,2025-09-26,paid_search,P011,Urban Bottle 11,false,false
V004154,C00255,2025-10-20,organic_search,P017,Daily Lamp 17,false,false
V004155,C00075,2025-01-16,organic_search,P027,Urban Bottle 27,false,true
V004156,C00731,2025-11-10,referral,P009,Daily Lamp 09,true,false
V004157,C00204,2025-03-10,organic_search,P007,Calm Cream 07,false,false
V004158,C00167,2025-03-01,paid_search,P011,Urban Bottle 11,false,false
V004159,C00272,2025-08-30,social,P027,Urban Bottle 27,false,true
V004160,C00536,2025-11-27,email,P016,Modern Serum 16,false,false
V004161,C00250,2025-11-27,paid_search,P018,Pure Band 18,false,false
V004162,C00494,2025-09-21,organic_search,P017,Daily Lamp 17,false,false
V004163,C00493,2025-10-10,email,P019,Urban Bottle 19,false,false
V004164,C00839,2025-01-29,paid_search,P018,Pure Band 18,false,true
V004165,C00676,2025-08-26,direct,P004,Essential Bag 04,false,true
V004166,C00188,2025-05-24,organic_search,P029,Bright Organizer 29,false,false
V004167,C00318,2025-06-15,organic_search,P016,Modern Serum 16,true,false
V004168,C00333,2025-08-13,email,P020,Essential Bag 20,false,false
V004169,C00409,2025-10-19,paid_search,P022,Active Mat 22,true,true
V004170,C00179,2025-08-06,direct,P015,Calm Cream 15,false,false
V004171,C00257,2025-03-03,paid_search,P018,Pure Band 18,false,false
V004172,C00172,2025-07-01,email,P027,Urban Bottle 27,false,false
V004173,C00798,2025-01-09,paid_search,P007,Calm Cream 07,false,true
V004174,C00866,2025-12-10,social,P004,Essential Bag 04,true,false
V004175,C00198,2025-11-20,email,P011,Urban Bottle 11,false,false
V004176,C00962,2025-02-21,direct,P001,Daily Lamp 01,false,false
V004177,C00657,2025-08-29,email,P014,Active Mat 14,false,false
V004178,C00085,2025-11-26,email,P019,Urban Bottle 19,false,false
V004179,C00174,2025-11-03,organic_search,P028,Essential Bag 28,false,false
V004180,C00772,2025-09-02,referral,P009,Daily Lamp 09,false,false
V004181,C00219,2025-08-05,paid_search,P025,Daily Lamp 25,false,false
V004182,C00896,2025-01-05,organic_search,P024,Modern Serum 24,false,false
V004183,C00041,2025-10-29,organic_search,P002,Pure Band 02,true,false
V004184,C00063,2025-07-27,organic_search,P004,Essential Bag 04,false,false
V004185,C00314,2025-07-17,direct,P008,Modern Serum 08,false,false
V004186,C00001,2025-01-03,paid_search,P028,Essential Bag 28,false,false
V004187,C00918,2025-07-16,email,P013,Bright Organizer 13,false,false
V004188,C00684,2025-10-27,paid_search,P016,Modern Serum 16,false,false
V004189,C00584,2025-07-29,referral,P023,Calm Cream 23,false,false
V004190,C00456,2025-01-27,social,P005,Bright Organizer 05,false,false
V004191,C00548,2025-04-11,social,P013,Bright Organizer 13,true,false
V004192,C00616,2025-04-20,direct,P028,Essential Bag 28,false,false
V004193,C00555,2025-10-06,paid_search,P007,Calm Cream 07,false,false
V004194,C00243,2025-06-27,email,P019,Urban Bottle 19,false,false
V004195,C00693,2025-07-07,social,P008,Modern Serum 08,false,false
V004196,C00523,2025-11-10,referral,P021,Bright Organizer 21,false,false
V004197,C00849,2025-09-12,direct,P025,Daily Lamp 25,true,true
V004198,C00374,2025-07-15,paid_search,P026,Pure Band 26,true,true
V004199,C00722,2025-10-28,organic_search,P003,Urban Bottle 03,false,false
V004200,C00439,2025-07-02,organic_search,P010,Pure Band 10,true,true
V004201,C00129,2025-09-30,direct,P007,Calm Cream 07,false,false
V004202,C00459,2025-07-21,email,P026,Pure Band 26,false,false
V004203,C00721,2025-09-13,social,P027,Urban Bottle 27,false,false
V004204,C00903,2025-09-06,direct,P028,Essential Bag 28,false,false
V004205,C00800,2025-10-14,social,P029,Bright Organizer 29,false,false
V004206,C00692,2025-01-27,organic_search,P007,Calm Cream 07,false,false
V004207,C00418,2025-06-18,paid_search,P026,Pure Band 26,false,true
V004208,C00074,2025-06-11,social,P014,Active Mat 14,false,false
V004209,C00483,2025-07-08,organic_search,P024,Modern Serum 24,false,false
V004210,C00800,2025-05-26,organic_search,P009,Daily Lamp 09,false,false
V004211,C00236,2025-09-09,referral,P010,Pure Band 10,false,false
V004212,C00879,2025-07-29,social,P018,Pure Band 18,false,false
V004213,C00936,2025-01-16,social,P001,Daily Lamp 01,true,true
V004214,C00359,2025-03-28,organic_search,P025,Daily Lamp 25,false,false
V004215,C00140,2025-01-31,organic_search,P029,Bright Organizer 29,false,false
V004216,C00353,2025-01-28,direct,P022,Active Mat 22,false,false
V004217,C00681,2025-06-02,social,P007,Calm Cream 07,false,false
V004218,C00910,2025-01-29,organic_search,P010,Pure Band 10,false,false
V004219,C00712,2025-06-14,organic_search,P019,Urban Bottle 19,false,false
V004220,C00971,2025-06-09,social,P006,Active Mat 06,false,true
V004221,C00255,2025-04-30,organic_search,P009,Daily Lamp 09,false,false
V004222,C00421,2025-06-01,referral,P003,Urban Bottle 03,false,false
V004223,C00922,2025-03-07,social,P007,Calm Cream 07,false,false
V004224,C00541,2025-10-20,paid_search,P027,Urban Bottle 27,false,true
V004225,C00510,2025-04-28,organic_search,P021,Bright Organizer 21,false,false
V004226,C00802,2025-06-21,organic_search,P027,Urban Bottle 27,false,false
V004227,C00228,2025-06-12,referral,P001,Daily Lamp 01,false,true
V004228,C00384,2025-12-21,organic_search,P020,Essential Bag 20,false,false
V004229,C00781,2025-12-07,paid_search,P024,Modern Serum 24,false,false
V004230,C00955,2025-10-09,referral,P016,Modern Serum 16,false,false
V004231,C00159,2025-11-18,social,P019,Urban Bottle 19,true,false
V004232,C00561,2025-06-05,paid_search,P010,Pure Band 10,true,false
V004233,C00299,2025-05-20,social,P016,Modern Serum 16,true,false
V004234,C00152,2025-09-07,social,P017,Daily Lamp 17,false,false
V004235,C00203,2025-02-16,direct,P014,Active Mat 14,true,false
V004236,C00718,2025-06-13,email,P009,Daily Lamp 09,false,false
V004237,C00220,2025-11-28,paid_search,P003,Urban Bottle 03,false,false
V004238,C00522,2025-04-01,direct,P006,Active Mat 06,false,false
V004239,C00090,2025-11-12,direct,P003,Urban Bottle 03,true,false
