transaction_id,customer_id,product_id,product_name,quantity,unit_price,transaction_total,date
T002697,C00430,P021,Bright Organizer 21,3,32.67,98.01,2025-05-04
T002698,C00469,P011,Urban Bottle 11,1,37.75,37.75,2025-03-14
T002699,C00912,P001,Daily Lamp 01,1,96.73,96.73,2025-08-26
T002700,C00821,P011,Urban Bottle 11,1,36.12,36.12,2025-02-16
T002701,C00194,P013,Bright Organizer 13,3,27.17,81.51,2025-04-03
T002702,C00176,P002,Pure Band 02,2,28.07,56.14,2025-12-05
T002703,C00932,P015,Calm Cream 15,1,31.33,31.33,2025-10-21
T002704,C00792,P004,Essential Bag 04,1,19.09,19.09,2025-02-24
T002705,C00084,P023,Calm Cream 23,2,45.98,91.96,2025-10-09
T002706,C00172,P022,Active Mat 22,1,84.43,84.43,2025-08-29
T002707,C00769,P030,Active Mat 30,1,23.87,23.87,2025-01-26
T002708,C00619,P026,Pure Band 26,1,84.27,84.27,2025-12-25
T002709,C00521,P028,Essential Bag 28,1,81.54,81.54,2025-03-21
T002710,C00985,P027,Urban Bottle 27,2,59.42,118.84,2025-06-19
T002711,C00173,P023,Calm Cream 23,1,44.88,44.88,2025-03-12
T002712,C00630,P009,Daily Lamp 09,1,19.93,19.93,2025-04-20
T002713,C00679,P029,Bright Organizer 29,1,89.21,89.21,2025-03-11
T002714,C00671,P006,Active Mat 06,1,19.91,19.91,2025-05-23
T002715,C00068,P013,Bright Organizer 13,3,27.08,81.24,2025-02-26
T002716,C00718,P001,Daily Lamp 01,1,94.04,94.04,2025-04-11
T002717,C00650,P006,Active Mat 06,1,19.21,19.21,2025-01-19
T002718,C00873,P004,Essential Bag 04,2,19.37,38.74,2025-04-23
T002719,C00713,P027,Urban Bottle 27,1,54.48,54.48,2025-03-07
T002720,C00516,P003,Urban Bottle 03,1,40.32,40.32,2025-03-08
T002721,C00003,P021,Bright Organizer 21,2,34.29,68.58,2025-04-11
T002722,C00958,P026,Pure Band 26,1,97.65,97.65,2025-04-29
T002723,C00626,P016,Modern Serum 16,1,39.75,39.75,2025-02-19
T002724,C00613,P003,Urban Bottle 03,1,39.35,39.35,2025-03-24
T002725,C00481,P009,Daily Lamp 09,2,22.31,44.62,2025-02-07
T002726,C00768,P029,Bright Organizer 29,1,80.57,80.57,2025-10-26
T002727,C00863,P029,Bright Organizer 29,1,90.06,90.06,2025-05-07
T002728,C00167,P005,Bright Organizer 05,1,76.46,76.46,2025-07-20
T002729,C00499,P001,Daily Lamp 01,1,98.09,98.09,2025-08-03
T002730,C00862,P029,Bright Organizer 29,1,77.96,77.96,2025-08-02
T002731,C00393,P007,Calm Cream 07,1,59.63,59.63,2025-01-21
T002732,C00371,P011,Urban Bottle 11,1,38.29,38.29,2025-07-21
T002733,C00308,P020,Essential Bag 20,1,56.25,56.25,2025-05-11
T002734,C00314,P019,Urban Bottle 19,1,30.59,30.59,2025-12-17
T002735,C00310,P020,Essential Bag 20,1,55.13,55.13,2025-01-05
T002736,C00395,P004,Essential Bag 04,2,18.98,37.96,2025-03-28
T002737,C00262,P007,Calm Cream 07,1,59.76,59.76,2025-03-17
T002738,C00964,P020,Essential Bag 20,2,54.57,109.14,2025-06-25
T002739,C00528,P026,Pure Band 26,1,84.12,84.12,2025-12-14
T002740,C00972,P030,Active Mat 30,3,24.13,72.39,2025-09-10
T002741,C00152,P020,Essential Bag 20,2,50.46,100.92,2025-07-28
T002742,C00616,P018,Pure Band 18,1,78.51,78.51,2025-12-03
T002743,C00909,P004,Essential Bag 04,3,16.52,49.56,2025-05-03
T002744,C00911,P011,Urban Bottle 11,1,37.3,37.3,2025-04-06
T002745,C00973,P006,Active Mat 06,2,19.68,39.36,2025-05-14
T002746,C00724,P026,Pure Band 26,2,96.54,193.08,2025-02-10
T002747,C00737,P008,Modern Serum 08,2,26.53,53.06,2025-07-11
T002748,C00578,P021,Bright Organizer 21,1,32.94,32.94,2025-12-20
T002749,C00917,P023,Calm Cream 23,4,44.94,179.76,2025-12-31
T002750,C00344,P029,Bright Organizer 29,1,91.84,91.84,2025-11-22
T002751,C00878,P008,Modern Serum 08,1,27.15,27.15,2025-08-30
T002752,C00986,P025,Daily Lamp 25,1,81.44,81.44,2025-07-15
T002753,C00352,P009,Daily Lamp 09,1,20.27,20.27,2025-04-01
T002754,C00948,P026,Pure Band 26,1,86.71,86.71,2025-06-20
T002755,C00190,P024,Modern Serum 24,1,70.57,70.57,2025-06-24
T002756,C00391,P012,Essential Bag 12,2,17.25,34.5,2025-10-22
T002757,C00014,P014,Active Mat 14,4,40.29,161.16,2025-05-03
T002758,C00122,P008,Modern Serum 08,1,25.36,25.36,2025-10-29
T002759,C00977,P008,Modern Serum 08,1,29.06,29.06,2025-12-08
T002760,C00964,P013,Bright Organizer 13,1,25.93,25.93,2025-03-22
T002761,C00736,P025,Daily Lamp 25,1,91.99,91.99,2025-04-20
T002762,C00232,P003,Urban Bottle 03,3,36.2,108.6,2025-08-23
T002763,C00703,P023,Calm Cream 23,1,46.36,46.36,2025-11-27
T002764,C00146,P028,Essential Bag 28,1,77.22,77.22,2025-03-27
T002765,C00288,P010,Pure Band 10,1,77.42,77.42,2025-10-13
T002766,C00444,P027,Urban Bottle 27,1,57.71,57.71,2025-04-01
T002767,C00667,P027,Urban Bottle 27,1,59.06,59.06,2025-12-15
T002768,C00891,P020,Essential Bag 20,2,55.39,110.78,2025-03-25
T002769,C00897,P023,Calm Cream 23,1,40.8,40.8,2025-06-24
T002770,C00592,P013,Bright Organizer 13,1,26.6,26.6,2025-03-09
T002771,C00115,P008,Modern Serum 08,1,27.36,27.36,2025-01-02
T002772,C00718,P011,Urban Bottle 11,1,38.85,38.85,2025-11-19
T002773,C00950,P028,Essential Bag 28,1,83.9,83.9,2025-01-13
T002774,C00026,P028,Essential Bag 28,1,78.84,78.84,2025-01-19
T002775,C00317,P006,Active Mat 06,1,18.79,18.79,2025-02-03
T002776,C00028,P019,Urban Bottle 19,1,30.46,30.46,2025-08-06
T002777,C00782,P012,Essential Bag 12,2,15.88,31.76,2025-04-22
T002778,C00931,P002,Pure Band 02,1,27.59,27.59,2025-03-26
T002779,C00158,P016,Modern Serum 16,1,36.48,36.48,2025-12-30
T002780,C00191,P018,Pure Band 18,1,77.56,77.56,2025-11-27
T002781,C00737,P012,Essential Bag 12,1,16.18,16.18,2025-03-07
T002782,C00219,P028,Essential Bag 28,1,84.21,84.21,2025-12-16
T002783,C00233,P022,Active Mat 22,1,86.18,86.18,2025-08-15
T002784,C00295,P011,Urban Bottle 11,1,36.86,36.86,2025-01-01
T002785,C00801,P011,Urban Bottle 11,1,37.05,37.05,2025-04-24
T002786,C00996,P001,Daily Lamp 01,1,86.69,86.69,2025-06-29
T002787,C00047,P016,Modern Serum 16,1,41.45,41.45,2025-08-24
T002788,C00827,P005,Bright Organizer 05,2,82.85,165.7,2025-09-16
T002789,C00128,P005,Bright Organizer 05,1,85.65,85.65,2025-09-09
T002790,C00228,P027,Urban Bottle 27,1,60.23,60.23,2025-10-11
T002791,C00092,P029,Bright Organizer 29,1,87.9,87.9,2025-12-28
T002792,C00781,P008,Modern Serum 08,2,27.21,54.42,2025-12-29
T002793,C00454,P024,Modern Serum 24,1,70.6,70.6,2025-06-16
T002794,C00708,P030,Active Mat 30,1,23.79,23.79,2025-04-21
T002795,C00650,P003,Urban Bottle 03,1,40.5,40.5,2025-01-09
T002796,C00687,P026,Pure Band 26,1,93.48,93.48,2025-10-14
T002797,C00647,P026,Pure Band 26,1,83.66,83.66,2025-12-17
T002798,C00188,P025,Daily Lamp 25,1,77.16,77.16,2025-07-13
T002799,C00051,P027,Urban Bottle 27,1,54.5,54.5,2025-12-02
T002800,C00886,P025,Daily Lamp 25,1,92.68,92.68,2025-09-03
T002801,C00407,P021,Bright Organizer 21,1,33.51,33.51,2025-05-20
T002802,C00686,P010,Pure Band 10,2,73.4,146.8,2025-09-06
T002803,C00576,P010,Pure Band 10,1,81.04,81.04,2025-12-01
T002804,C00179,P012,Essential Bag 12,1,16.07,16.07,2025-07-17
T002805,C00585,P026,Pure Band 26,1,94.42,94.42,2025-04-28
T002806,C00810,P015,Calm Cream 15,1,30.76,30.76,2025-05-22
T002807,C00960,P019,Urban Bottle 19,1,30.48,30.48,2025-03-31
T002808,C00074,P003,Urban Bottle 03,2,38.25,76.5,2025-05-18
T002809,C00018,P018,Pure Band 18,1,75.72,75.72,2025-05-20
T002810,C00606,P010,Pure Band 10,1,78.64,78.64,2025-04-19
T002811,C00823,P001,Daily Lamp 01,1,96.79,96.79,2025-09-02
T002812,C00683,P001,Daily Lamp 01,1,94.52,94.52,2025-03-23
T002813,C00092,P005,Bright Organizer 05,1,84.53,84.53,2025-12-05
T002814,C00928,P029,Bright Organizer 29,1,90.99,90.99,2025-08-09
T002815,C00038,P017,Daily Lamp 17,1,41.58,41.58,2025-07-27
T002816,C00915,P015,Calm Cream 15,1,32.06,32.06,2025-09-09
T002817,C00449,P020,Essential Bag 20,2,56.46,112.92,2025-03-09
T002818,C00591,P029,Bright Organizer 29,1,92.26,92.26,2025-12-23
T002819,C00243,P026,Pure Band 26,3,87.42,262.26,2025-06-30
T002820,C00710,P010,Pure Band 10,1,82.68,82.68,2025-12-24
T002821,C00317,P006,Active Mat 06,3,20.15,60.45,2025-06-18
T002822,C00343,P006,Active Mat 06,1,21.23,21.23,2025-11-23
T002823,C00361,P026,Pure Band 26,2,96.51,193.02,2025-02-05
T002824,C00577,P020,Essential Bag 20,2,54.12,108.24,2025-05-25
T002825,C00002,P004,Essential Bag 04,3,19.15,57.45,2025-01-26
T002826,C00682,P024,Modern Serum 24,1,70.18,70.18,2025-10-06
T002827,C00946,P010,Pure Band 10,3,79.5,238.5,2025-08-19
T002828,C00437,P022,Active Mat 22,1,75.26,75.26,2025-06-27
T002829,C00251,P011,Urban Bottle 11,1,37.23,37.23,2025-07-28
T002830,C00999,P008,Modern Serum 08,1,28.04,28.04,2025-07-17
T002831,C00113,P027,Urban Bottle 27,1,58.8,58.8,2025-02-10
T002832,C00229,P010,Pure Band 10,1,79.92,79.92,2025-07-14
T002833,C00184,P011,Urban Bottle 11,1,38.12,38.12,2025-01-05
T002834,C00212,P013,Bright Organizer 13,1,27.37,27.37,2025-12-12
T002835,C00939,P016,Modern Serum 16,2,36.61,73.22,2025-05-29
T002836,C00403,P011,Urban Bottle 11,1,38.41,38.41,2025-11-10
T002837,C00772,P008,Modern Serum 08,2,25.43,50.86,2025-06-19
T002838,C00727,P008,Modern Serum 08,1,25.27,25.27,2025-06-07
T002839,C00584,P028,Essential Bag 28,1,76.9,76.9,2025-07-22
T002840,C00968,P026,Pure Band 26,1,97.6,97.6,2025-12-28
T002841,C00899,P013,Bright Organizer 13,1,25.81,25.81,2025-05-19
T002842,C00575,P005,Bright Organizer 05,1,85.25,85.25,2025-12-25
T002843,C00620,P023,Calm Cream 23,2,45.63,91.26,2025-03-07
T002844,C00658,P024,Modern Serum 24,1,62.68,62.68,2025-09-30
T002845,C00162,P003,Urban Bottle 03,1,36.58,36.58,2025-05-08
T002846,C00063,P022,Active Mat 22,1,83.79,83.79,2025-03-08
T002847,C00309,P027,Urban Bottle 27,1,58.56,58.56,2025-06-17
T002848,C00380,P010,Pure Band 10,2,81.12,162.24,2025-07-31
T002849,C00251,P001,Daily Lamp 01,1,98.29,98.29,2025-01-20
T002850,C00952,P002,Pure Band 02,2,27.34,54.68,2025-07-15
T002851,C00145,P027,Urban Bottle 27,2,59.53,119.06,2025-01-15
T002852,C00752,P027,Urban Bottle 27,1,57.85,57.85,2025-04-15
T002853,C00610,P012,Essential Bag 12,1,17.28,17.28,2025-12-28
T002854,C00987,P001,Daily Lamp 01,3,81.06,243.18,2025-08-30
T002855,C00625,P007,Calm Cream 07,1,56.95,56.95,2025-10-21
T002856,C00266,P022,Active Mat 22,1,83.61,83.61,2025-04-07
T002857,C00564,P012,Essential Bag 12,2,16.77,33.54,2025-10-05
T002858,C00162,P028,Essential Bag 28,2,81.04,162.08,2025-07-28
T002859,C00469,P009,Daily Lamp 09,1,21.41,21.41,2025-06-08
T002860,C00238,P020,Essential Bag 20,2,55.77,111.54,2025-06-04
T002861,C00821,P020,Essential Bag 20,2,55.7,111.4,2025-12-12
T002862,C00811,P028,Essential Bag 28,3,83.34,250.02,2025-10-10
T002863,C00583,P026,Pure Band 26,1,94.72,94.72,2025-03-14
T002864,C00092,P020,Essential Bag 20,4,56.33,225.32,2025-12-01
T002865,C00270,P006,Active Mat 06,1,21.03,21.03,2025-08-27
T002866,C00234,P016,Modern Serum 16,2,39.62,79.24,2025-03-21
T002867,C00835,P017,Daily Lamp 17,3,41.68,125.04,2025-03-24
T002868,C00770,P010,Pure Band 10,2,71.42,142.84,2025-08-18
T002869,C00137,P016,Modern Serum 16,1,37.51,37.51,2025-04-13
T002870,C00138,P010,Pure Band 10,1,79.72,79.72,2025-01-09
T002871,C00236,P001,Daily Lamp 01,1,96.9,96.9,2025-01-06
T002872,C00126,P021,Bright Organizer 21,1,35.41,35.41,2025-12-21
T002873,C00449,P026,Pure Band 26,1,97.84,97.84,2025-01-06
T002874,C00256,P027,Urban Bottle 27,1,57.92,57.92,2025-06-11
T002875,C00081,P029,Bright Organizer 29,1,90.85,90.85,2025-01-29
T002876,C00836,P015,Calm Cream 15,1,31.56,31.56,2025-05-13
T002877,C00048,P004,Essential Bag 04,1,19.55,19.55,2025-03-09
T002878,C00829,P023,Calm Cream 23,4,43.07,172.28,2025-10-25
T002879,C00981,P005,Bright Organizer 05,2,84.46,168.92,2025-03-25
T002880,C00450,P025,Daily Lamp 25,2,82.28,164.56,2025-01-30
T002881,C00474,P023,Calm Cream 23,3,41.4,124.2,2025-10-07
T002882,C00708,P015,Calm Cream 15,2,32.38,64.76,2025-11-22
T002883,C00959,P027,Urban Bottle 27,3,59.57,178.71,2025-11-04
T002884,C00233,P016,Modern Serum 16,3,41.2,123.6,2025-10-05
T002885,C00152,P010,Pure Band 10,2,80.87,161.74,2025-11-19
T002886,C00042,P025,Daily Lamp 25,1,89.02,89.02,2025-11-03
T002887,C00289,P022,Active Mat 22,3,80.86,242.58,2025-10-01
T002888,C00498,P007,Calm Cream 07,1,59.81,59.81,2025-05-07
T002889,C00103,P004,Essential Bag 04,1,19.15,19.15,2025-04-06
T002890,C00043,P007,Calm Cream 07,1,56.5,56.5,2025-09-20
T002891,C00052,P021,Bright Organizer 21,2,31.34,62.68,2025-11-11
T002892,C00884,P026,Pure Band 26,1,97.63,97.63,2025-01-26
T002893,C00613,P005,Bright Organizer 05,1,70.88,70.88,2025-04-26
T002894,C00364,P005,Bright Organizer 05,1,77.56,77.56,2025-12-22
T002895,C00105,P005,Bright Organizer 05,1,83.76,83.76,2025-09-10
T002896,C00256,P007,Calm Cream 07,1,58.45,58.45,2025-05-11
T002897,C00154,P005,Bright Organizer 05,1,82.43,82.43,2025-05-29
T002898,C00606,P027,Urban Bottle 27,1,50.23,50.23,2025-05-14
T002899,C00709,P017,Daily Lamp 17,1,35.78,35.78,2025-01-01
T002900,C00899,P028,Essential Bag 28,1,82.15,82.15,2025-08-15
T002901,C00614,P018,Pure Band 18,1,75.75,75.75,2025-09-18
T002902,C00011,P026,Pure Band 26,1,96.34,96.34,2025-03-27
T002903,C00074,P019,Urban Bottle 19,2,30.16,60.32,2025-06-28
T002904,C00264,P019,Urban Bottle 19,2,30.44,60.88,2025-09-12
T002905,C00164,P029,Bright Organizer 29,1,88.72,88.72,2025-04-18
T002906,C00464,P028,Essential Bag 28,1,76.26,76.26,2025-04-05
T002907,C00581,P005,Bright Organizer 05,1,74.51,74.51,2025-07-03
T002908,C00146,P025,Daily Lamp 25,1,92.39,92.39,2025-02-12
T002909,C00155,P018,Pure Band 18,1,77.42,77.42,2025-03-22
T002910,C00224,P002,Pure Band 02,1,28.09,28.09,2025-07-30
T002911,C00412,P007,Calm Cream 07,1,60.58,60.58,2025-10-25
T002912,C00419,P005,Bright Organizer 05,1,86.35,86.35,2025-11-27
T002913,C00044,P013,Bright Organizer 13,1,26.98,26.98,2025-04-03
T002914,C00662,P021,Bright Organizer 21,1,34.6,34.6,2025-01-14
T002915,C00671,P017,Daily Lamp 17,2,41.97,83.94,2025-04-25
T002916,C00722,P026,Pure Band 26,1,94.87,94.87,2025-04-25
T002917,C00097,P029,Bright Organizer 29,1,90.81,90.81,2025-03-19
T002918,C00679,P028,Essential Bag 28,1,81.35,81.35,2025-09-19
T002919,C00557,P013,Bright Organizer 13,1,27.49,27.49,2025-08-11
T002920,C00782,P018,Pure Band 18,1,76.7,76.7,2025-02-23
T002921,C00317,P030,Active Mat 30,2,21.49,42.98,2025-07-19
T002922,C00814,P012,Essential Bag 12,1,17.19,17.19,2025-01-22
T002923,C00654,P016,Modern Serum 16,1,40.36,40.36,2025-08-15
T002924,C00654,P012,Essential Bag 12,3,16.68,50.04,2025-07-18
T002925,C00611,P013,Bright Organizer 13,1,26.61,26.61,2025-03-02
T002926,C00145,P023,Calm Cream 23,1,45.86,45.86,2025-11-09
T002927,C00018,P009,Daily Lamp 09,1,21.85,21.85,2025-04-04
T002928,C00223,P025,Daily Lamp 25,1,89.76,89.76,2025-09-30
T002929,C00792,P026,Pure Band 26,2,99.2,198.4,2025-10-18
T002930,C00158,P026,Pure Band 26,1,98.95,98.95,2025-08-17
T002931,C00590,P022,Active Mat 22,1,85.65,85.65,2025-05-23
T002932,C00754,P017,Daily Lamp 17,1,37.77,37.77,2025-02-26
T002933,C00756,P021,Bright Organizer 21,1,33.63,33.63,2025-01-11
T002934,C00766,P005,Bright Organizer 05,1,82.03,82.03,2025-04-11
T002935,C00004,P010,Pure Band 10,1,75.47,75.47,2025-02-19
T002936,C00921,P007,Calm Cream 07,2,53.87,107.74,2025-09-29
T002937,C00948,P013,Bright Organizer 13,2,27.18,54.36,2025-03-24
T002938,C00064,P002,Pure Band 02,1,26.74,26.74,2025-11-10
T002939,C00775,P013,Bright Organizer 13,1,27.49,27.49,2025-08-23
T002940,C00904,P027,Urban Bottle 27,1,58.86,58.86,2025-04-16
T002941,C00220,P025,Daily Lamp 25,1,86.89,86.89,2025-04-15
T002942,C00117,P027,Urban Bottle 27,3,54.44,163.32,2025-11-22
T002943,C00182,P012,Essential Bag 12,1,16.69,16.69,2025-07-26
T002944,C00001,P029,Bright Organizer 29,1,91.24,91.24,2025-02-25
T002945,C00922,P007,Calm Cream 07,1,58.92,58.92,2025-04-13
T002946,C00749,P029,Bright Organizer 29,1,91.83,91.83,2025-09-18
T002947,C00542,P015,Calm Cream 15,2,30.54,61.08,2025-02-02
T002948,C00416,P029,Bright Organizer 29,1,91.35,91.35,2025-01-11
T002949,C00774,P019,Urban Bottle 19,1,29.51,29.51,2025-08-05
T002950,C00536,P003,Urban Bottle 03,2,41.65,83.3,2025-10-03
T002951,C00131,P014,Active Mat 14,1,41.66,41.66,2025-11-15
T002952,C00712,P003,Urban Bottle 03,3,41.71,125.13,2025-09-15
T002953,C00253,P017,Daily Lamp 17,1,42.53,42.53,2025-11-26
T002954,C00018,P030,Active Mat 30,2,24.15,48.3,2025-12-12
T002955,C00713,P029,Bright Organizer 29,1,88.84,88.84,2025-07-08
T002956,C00589,P026,Pure Band 26,1,95.69,95.69,2025-07-01
T002957,C00608,P017,Daily Lamp 17,3,41.99,125.97,2025-09-17
T002958,C00688,P013,Bright Organizer 13,1,25.71,25.71,2025-05-20
T002959,C00594,P026,Pure Band 26,1,96.4,96.4,2025-03-11
T002960,C00422,P013,Bright Organizer 13,4,27.91,111.64,2025-11-13
T002961,C00634,P012,Essential Bag 12,1,17.2,17.2,2025-10-21
T002962,C00315,P021,Bright Organizer 21,1,34.5,34.5,2025-08-23
T002963,C00292,P012,Essential Bag 12,1,17.21,17.21,2025-10-20
T002964,C00868,P009,Daily Lamp 09,1,22.34,22.34,2025-09-16
T002965,C00967,P019,Urban Bottle 19,1,28.84,28.84,2025-09-23
T002966,C00110,P030,Active Mat 30,1,23.51,23.51,2025-10-01
T002967,C00324,P001,Daily Lamp 01,1,95.92,95.92,2025-05-29
T002968,C00897,P001,Daily Lamp 01,3,97.91,293.73,2025-07-21
T002969,C00168,P012,Essential Bag 12,3,16.84,50.52,2025-01-17
T002970,C00617,P028,Essential Bag 28,1,81.9,81.9,2025-10-11
T002971,C00368,P016,Modern Serum 16,2,40.84,81.68,2025-05-10
T002972,C00569,P006,Active Mat 06,1,21.29,21.29,2025-10-21
T002973,C00835,P017,Daily Lamp 17,1,43.01,43.01,2025-12-08
T002974,C00567,P011,Urban Bottle 11,4,37.37,149.48,2025-02-24
T002975,C00808,P011,Urban Bottle 11,1,37.36,37.36,2025-08-17
T002976,C00738,P012,Essential Bag 12,1,17.02,17.02,2025-06-26
T002977,C00365,P020,Essential Bag 20,1,48.05,48.05,2025-11-02
T002978,C00100,P017,Daily Lamp 17,2,41.76,83.52,2025-05-30
T002979,C00681,P026,Pure Band 26,4,97.97,391.88,2025-10-05
T002980,C00780,P015,Calm Cream 15,2,31.26,62.52,2025-09-15
T002981,C00166,P013,Bright Organizer 13,1,26.72,26.72,2025-08-30
T002982,C00438,P012,Essential Bag 12,1,16.57,16.57,2025-04-15
T002983,C00311,P029,Bright Organizer 29,1,91.26,91.26,2025-06-01
T002984,C00496,P008,Modern Serum 08,1,28.54,28.54,2025-07-21
T002985,C00839,P028,Essential Bag 28,1,73.28,73.28,2025-07-25
T002986,C00120,P010,Pure Band 10,1,81.19,81.19,2025-03-06
T002987,C00323,P028,Essential Bag 28,2,82.76,165.52,2025-03-12
T002988,C00624,P001,Daily Lamp 01,1,87.18,87.18,2025-03-05
T002989,C00451,P025,Daily Lamp 25,1,92.9,92.9,2025-05-31
T002990,C00555,P009,Daily Lamp 09,2,21.5,43.0,2025-06-05
T002991,C00335,P005,Bright Organizer 05,2,79.7,159.4,2025-08-12
T002992,C00007,P015,Calm Cream 15,1,31.12,31.12,2025-06-10
T002993,C00224,P003,Urban Bottle 03,2,36.74,73.48,2025-06-28
T002994,C00759,P007,Calm Cream 07,1,58.64,58.64,2025-01-02
T002995,C00952,P023,Calm Cream 23,1,41.37,41.37,2025-02-04
T002996,C00994,P014,Active Mat 14,1,39.69,39.69,2025-11-21
T002997,C00750,P007,Calm Cream 07,1,60.19,60.19,2025-10-07
T002998,C00333,P005,Bright Organizer 05,1,85.01,85.01,2025-10-11
T002999,C00144,P022,Active Mat 22,1,86.84,86.84,2025-06-27
T003000,C00501,P011,Urban Bottle 11,1,37.49,37.49,2025-06-17
T003001,C00542,P026,Pure Band 26,1,95.53,95.53,2025-01-27
T003002,C00466,P009,Daily Lamp 09,1,20.97,20.97,2025-08-18
T003003,C00791,P004,Essential Bag 04,1,19.35,19.35,2025-07-02
T003004,C00115,P026,Pure Band 26,2,96.47,192.94,2025-06-01
T003005,C00826,P030,Active Mat 30,1,24.56,24.56,2025-12-26
T003006,C00209,P002,Pure Band 02,1,27.99,27.99,2025-11-05
T003007,C00128,P016,Modern Serum 16,1,35.63,35.63,2025-04-10
T003008,C00246,P026,Pure Band 26,1,94.95,94.95,2025-04-13
T003009,C00526,P015,Calm Cream 15,1,32.18,32.18,2025-01-20
T003010,C00362,P025,Daily Lamp 25,1,90.43,90.43,2025-02-04
T003011,C00446,P006,Active Mat 06,1,20.97,20.97,2025-10-12
T003012,C00314,P013,Bright Organizer 13,2,27.36,54.72,2025-12-21
T003013,C00495,P025,Daily Lamp 25,2,91.43,182.86,2025-04-26
T003014,C00365,P013,Bright Organizer 13,1,27.38,27.38,2025-02-24
T003015,C00090,P023,Calm Cream 23,1,45.3,45.3,2025-09-12
T003016,C00603,P028,Essential Bag 28,4,82.83,331.32,2025-07-23
T003017,C00602,P019,Urban Bottle 19,1,30.33,30.33,2025-03-11
T003018,C00995,P028,Essential Bag 28,1,81.55,81.55,2025-05-15
T003019,C00707,P002,Pure Band 02,1,27.86,27.86,2025-01-15
T003020,C00592,P001,Daily Lamp 01,2,86.88,173.76,2025-04-27
T003021,C00168,P003,Urban Bottle 03,1,40.91,40.91,2025-06-24
T003022,C00927,P009,Daily Lamp 09,1,21.94,21.94,2025-05-29
T003023,C00796,P016,Modern Serum 16,1,37.27,37.27,2025-09-21
T003024,C00742,P014,Active Mat 14,1,42.41,42.41,2025-11-11
T003025,C00844,P024,Modern Serum 24,1,69.68,69.68,2025-07-09
T003026,C00130,P029,Bright Organizer 29,2,80.46,160.92,2025-09-24
T003027,C00074,P014,Active Mat 14,1,38.79,38.79,2025-03-15
T003028,C00867,P019,Urban Bottle 19,1,30.76,30.76,2025-12-06
T003029,C00655,P019,Urban Bottle 19,2,26.86,53.72,2025-04-07
T003030,C00769,P018,Pure Band 18,1,65.91,65.91,2025-06-18
T003031,C00809,P008,Modern Serum 08,3,28.4,85.2,2025-02-20
T003032,C00536,P030,Active Mat 30,4,23.34,93.36,2025-03-23
T003033,C00654,P001,Daily Lamp 01,1,95.59,95.59,2025-04-22
T003034,C00117,P024,Modern Serum 24,1,71.67,71.67,2025-10-02
T003035,C00082,P008,Modern Serum 08,3,28.82,86.46,2025-10-03
T003036,C00756,P025,Daily Lamp 25,1,84.44,84.44,2025-01-12
T003037,C00646,P026,Pure Band 26,2,98.1,196.2,2025-10-21
T003038,C00324,P005,Bright Organizer 05,2,75.28,150.56,2025-07-09
T003039,C00843,P024,Modern Serum 24,1,65.23,65.23,2025-04-24
T003040,C00552,P023,Calm Cream 23,2,46.4,92.8,2025-09-16
T003041,C00327,P006,Active Mat 06,1,21.75,21.75,2025-12-09
T003042,C00590,P007,Calm Cream 07,1,60.17,60.17,2025-03-04
T003043,C00129,P026,Pure Band 26,4,98.22,392.88,2025-09-30
T003044,C00358,P004,Essential Bag 04,2,18.79,37.58,2025-06-11
T003045,C00336,P026,Pure Band 26,2,88.64,177.28,2025-09-29
T003046,C00291,P010,Pure Band 10,2,81.21,162.42,2025-01-22
T003047,C00411,P002,Pure Band 02,1,26.62,26.62,2025-04-16
T003048,C00211,P012,Essential Bag 12,1,14.99,14.99,2025-09-12
T003049,C00358,P016,Modern Serum 16,1,40.88,40.88,2025-12-20
T003050,C00818,P019,Urban Bottle 19,2,29.9,59.8,2025-05-04
T003051,C00093,P011,Urban Bottle 11,3,37.62,112.86,2025-08-09
T003052,C00343,P026,Pure Band 26,2,98.88,197.76,2025-11-30
T003053,C00366,P011,Urban Bottle 11,2,37.39,74.78,2025-04-06
T003054,C00980,P021,Bright Organizer 21,1,34.09,34.09,2025-07-21
T003055,C00483,P015,Calm Cream 15,1,28.21,28.21,2025-05-03
T003056,C00785,P020,Essential Bag 20,1,55.1,55.1,2025-08-04
T003057,C00534,P003,Urban Bottle 03,2,41.12,82.24,2025-04-01
T003058,C00423,P003,Urban Bottle 03,2,42.01,84.02,2025-12-16
T003059,C00650,P027,Urban Bottle 27,1,52.7,52.7,2025-06-15
T003060,C00420,P026,Pure Band 26,1,94.72,94.72,2025-06-03
T003061,C00686,P017,Daily Lamp 17,1,41.42,41.42,2025-04-07
T003062,C00147,P015,Calm Cream 15,1,31.74,31.74,2025-05-16
T003063,C00270,P020,Essential Bag 20,1,55.62,55.62,2025-02-22
T003064,C00236,P018,Pure Band 18,2,69.92,139.84,2025-10-24
T003065,C00817,P002,Pure Band 02,1,28.47,28.47,2025-10-22
T003066,C00881,P019,Urban Bottle 19,3,27.73,83.19,2025-12-04
T003067,C00518,P016,Modern Serum 16,2,36.3,72.6,2025-03-30
T003068,C00893,P010,Pure Band 10,3,80.28,240.84,2025-05-19
T003069,C00551,P023,Calm Cream 23,1,40.22,40.22,2025-06-18
T003070,C00910,P006,Active Mat 06,2,20.98,41.96,2025-05-17
T003071,C00123,P024,Modern Serum 24,2,64.14,128.28,2025-10-14
